epochs,train_loss,validation_loss,train_accuracy,validation_accuracy,learning_rate,weight_decay
5,"[0.34398135007346603, 0.3009503408467482, 0.2470930798783219, 0.195884803785935, 0.14722807595453877]","[0.3840856596063345, 0.38735907691984606, 0.40760943623116386, 0.4764439356752122, 0.5118671433958344]","[0.8886691913267871, 0.9116592379101176, 0.9403465263581219, 0.951942089212105, 0.9675257213713596]","[0.8246740220661986, 0.8328986960882648, 0.8245737211634905, 0.8265797392176529, 0.8235707121364092]",0.001,1e-05
